Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	11		1220	160	#N/A	#N/A	768	0.05 %	0.40	30.76	44.87	1.46	0.332	2.202	3.877	0.779	1691.132	0.000	0.132	0.378	0.063	101.308	0.000	0.539	2.065	0.274	414.102	0.000	1.565	23.529	3.588	1201.971	0.000	0.890	2.863	0.360	683.183	0.000	0.021	0.168	0.027	16.377	0.036	0.139	0.322	0.035	107.097	0.000	0.220	1.495	0.278	168.736			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	12		744	190	#N/A	#N/A	1168	0.08 %	0.38	31.86	65.95	2.07	0.134	0.298	2.005	0.237	348.453	0.000	0.079	0.429	0.050	92.291	0.000	0.214	1.711	0.269	249.901	0.134	3.751	21.247	3.736	4381.576	0.000	0.442	2.835	0.425	515.848	0.000	0.023	0.130	0.026	27.082	0.000	0.087	0.174	0.020	101.361	0.059	0.938	1.355	0.158	1096.041			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	13		562	238	#N/A	#N/A	6336	0.44 %	0.21	87.67	154.94	1.77	0.131	0.590	4.298	0.570	3737.527	0.000	0.150	1.160	0.130	948.424	0.000	0.383	2.251	0.373	2427.403	0.000	2.944	31.283	3.529	18653.594	0.000	0.516	4.845	0.528	3269.015	0.000	0.021	0.191	0.025	132.140	0.000	0.077	0.170	0.025	490.767	0.000	0.861	2.723	0.440	5457.290			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	14		146	236	#N/A	#N/A	2160	0.15 %	0.34	37.77	95.99	2.54	0.266	0.480	1.894	0.241	1036.450	0.000	0.151	0.779	0.109	326.241	0.000	0.436	2.583	0.350	940.827	0.274	5.413	32.120	4.680	11692.650	0.000	0.600	4.925	0.700	1296.735	0.000	0.019	0.171	0.027	41.489	0.000	0.076	0.202	0.032	164.578	0.000	0.739	1.534	0.186	1596.059			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	15		888	370	#N/A	#N/A	25008	1.73 %	0.10	162.45	328.82	2.02	0.159	0.576	5.364	0.585	14407.397	0.000	0.096	4.289	0.139	2401.252	0.000	0.377	2.906	0.404	9420.386	0.000	4.742	39.831	5.774	118578.308	0.000	0.402	6.249	0.547	10063.493	0.000	0.022	0.380	0.031	551.071	0.000	0.075	0.332	0.028	1867.537	0.000	0.761	1.931	0.243	19040.216			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	16		638	300	#N/A	#N/A	800	0.06 %	0.46	22.24	50.50	2.27	0.267	0.438	0.534	0.040	350.166	0.000	0.109	0.558	0.067	86.906	0.000	0.290	1.527	0.247	232.366	0.443	3.350	20.849	3.447	2680.173	0.000	0.442	3.224	0.496	353.381	0.000	0.018	0.143	0.022	14.118	0.000	0.067	0.174	0.021	53.800	0.443	0.792	1.394	0.170	633.577			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	17		1024	386	#N/A	#N/A	1376	0.10 %	0.36	40.22	64.57	1.61	0.219	0.382	0.864	0.065	525.184	0.000	0.045	0.313	0.057	61.414	0.000	0.521	1.859	0.382	717.158	0.880	8.147	29.473	5.897	11210.615	0.000	0.481	5.276	0.749	661.950	0.000	0.018	0.192	0.024	24.313	0.000	0.071	0.159	0.032	97.828	0.320	0.878	1.678	0.193	1208.136			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	18		462	430	#N/A	#N/A	7344	0.51 %	0.24	115.99	127.40	1.10	0.142	0.427	3.356	0.411	3133.305	0.000	0.081	0.514	0.058	591.686	0.000	0.369	2.571	0.381	2707.170	0.149	4.711	31.834	4.938	34599.642	0.000	0.457	3.822	0.539	3355.714	0.000	0.023	0.181	0.027	170.105	0.000	0.083	0.251	0.027	608.554	0.000	0.879	1.872	0.192	6452.743			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	19		46	482	#N/A	#N/A	4320	0.30 %	0.26	92.26	92.33	1.00	0.158	0.737	5.870	0.894	3185.053	0.000	0.093	0.751	0.095	400.177	0.000	0.615	3.268	0.484	2658.341	0.194	8.405	36.285	6.784	36310.727	0.000	0.768	8.165	1.089	3318.778	0.000	0.029	0.414	0.047	126.124	0.000	0.077	0.360	0.044	333.901	0.000	0.708	1.888	0.346	3057.810			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	20		1134	486	#N/A	#N/A	1072	0.07 %	0.38	41.10	45.35	1.10	0.375	0.953	3.368	0.798	1021.539	0.000	0.077	0.542	0.067	82.719	0.000	0.349	1.549	0.337	373.593	0.000	2.931	11.873	2.411	3141.583	0.000	0.319	1.778	0.350	341.852	0.000	0.019	0.129	0.025	19.931	0.000	0.078	0.174	0.027	83.956	0.000	0.474	1.168	0.265	508.294			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	21		572	504	#N/A	#N/A	2368	0.16 %	0.35	47.66	84.50	1.77	0.216	0.637	4.033	0.628	1508.530	0.000	0.096	1.532	0.206	227.873	0.000	0.807	2.637	0.429	1910.708	1.339	12.296	37.960	7.121	29116.052	0.000	0.676	6.117	0.944	1600.966	0.000	0.029	0.358	0.041	69.000	0.000	0.088	0.235	0.038	209.002	0.000	0.913	2.119	0.310	2162.221			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	22		872	652	#N/A	#N/A	21936	1.52 %	0.06	176.49	367.39	2.08	0.152	0.514	4.229	0.480	11281.434	0.000	0.071	3.509	0.105	1554.350	0.000	0.397	3.018	0.386	8716.282	0.000	5.240	40.026	5.499	114947.422	0.000	0.362	5.771	0.532	7948.608	0.000	0.019	0.378	0.026	410.201	0.000	0.075	0.359	0.030	1648.295	0.000	0.800	1.906	0.247	17554.867			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	23		1156	540	#N/A	#N/A	816	0.06 %	0.42	26.25	57.30	2.18	0.414	1.554	4.254	1.105	1268.374	0.000	0.160	0.473	0.088	130.864	0.000	0.539	1.605	0.307	439.587	0.196	2.373	11.878	1.403	1936.117	0.000	0.653	2.331	0.415	532.510	0.000	0.028	0.155	0.029	22.855	0.041	0.108	0.176	0.024	87.906	0.000	0.602	1.980	0.497	491.410			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	24		1356	598	#N/A	#N/A	1984	0.14 %	0.37	46.89	71.37	1.52	0.121	0.366	1.472	0.270	725.916	0.000	0.042	0.162	0.032	83.698	0.000	0.127	0.877	0.166	251.224	0.090	2.439	11.916	2.633	4839.131	0.000	0.473	1.913	0.294	938.267	0.000	0.018	0.135	0.024	35.175	0.003	0.081	0.151	0.019	161.289	0.285	0.799	1.380	0.177	1584.614			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	25		1248	636	#N/A	#N/A	2560	0.18 %	0.18	46.98	129.33	2.75	0.148	0.554	4.904	0.684	1417.443	0.000	0.050	0.199	0.042	128.340	0.000	0.313	1.701	0.284	800.849	0.316	4.746	28.060	4.042	12149.902	0.000	0.494	3.155	0.491	1264.399	0.000	0.031	0.224	0.036	78.140	0.000	0.088	0.238	0.028	226.209	0.000	0.880	1.690	0.236	2253.313			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	26		334	640	#N/A	#N/A	1056	0.07 %	0.41	25.76	66.77	2.59	0.171	0.690	3.814	0.853	728.875	0.000	0.074	0.736	0.073	77.786	0.000	0.556	2.524	0.487	586.737	0.487	7.177	29.380	5.719	7579.343	0.000	0.724	4.607	0.868	764.293	0.000	0.029	0.207	0.035	30.131	0.000	0.104	0.250	0.039	109.360	0.000	0.871	1.740	0.320	919.563			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	27		674	658	#N/A	#N/A	1184	0.08 %	0.20	26.41	92.35	3.50	0.224	1.069	4.881	1.058	1265.680	0.000	0.108	0.568	0.080	127.569	0.000	0.354	2.338	0.366	419.364	0.205	2.152	27.586	2.066	2547.701	0.000	0.409	3.589	0.399	484.636	0.000	0.020	0.118	0.023	23.100	0.000	0.084	0.152	0.018	98.999	0.000	0.653	2.632	0.397	773.471			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	28		452	714	#N/A	#N/A	2832	0.20 %	0.28	56.99	92.77	1.63	0.154	0.581	4.356	0.606	1644.747	0.000	0.097	1.173	0.115	276.011	0.000	0.413	2.830	0.402	1170.449	0.298	5.752	31.810	4.903	16290.957	0.000	0.688	5.467	0.854	1947.982	0.000	0.017	0.217	0.026	48.942	0.000	0.078	0.264	0.032	221.866	0.000	0.813	1.799	0.277	2301.427			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	29		112	750	#N/A	#N/A	1920	0.13 %	0.21	40.08	84.12	2.10	0.112	1.025	5.666	1.184	1968.916	0.000	0.146	0.807	0.128	280.037	0.000	0.803	3.004	0.513	1541.634	0.708	10.231	46.172	7.175	19643.379	0.000	1.101	7.614	1.136	2113.451	0.000	0.033	0.242	0.045	62.642	0.000	0.124	0.374	0.052	238.276	0.000	0.931	2.399	0.455	1788.184			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	30		10	866	#N/A	#N/A	784	0.05 %	0.33	20.03	60.04	3.00	0.265	1.380	4.676	1.175	1081.622	0.000	0.247	1.136	0.173	193.418	0.000	0.615	2.633	0.424	482.141	0.000	4.635	24.310	4.698	3634.051	0.000	0.786	5.937	0.835	616.373	0.000	0.022	0.176	0.032	17.471	0.000	0.137	0.724	0.069	107.335	0.000	0.612	1.757	0.437	479.781			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	31		1362	938	#N/A	#N/A	4640	0.32 %	0.16	60.24	156.04	2.59	0.157	0.395	4.428	0.328	1832.941	0.000	0.020	0.406	0.034	93.003	0.000	0.074	2.358	0.241	344.899	0.000	1.126	33.728	3.630	5224.037	0.000	0.181	5.394	0.457	840.324	0.000	0.008	0.115	0.014	35.107	0.000	0.045	0.191	0.021	208.925	0.000	0.539	1.941	0.171	2502.331			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	32		46	910	#N/A	#N/A	1152	0.08 %	0.54	36.00	44.00	1.22	0.144	1.207	5.196	1.017	1390.001	0.000	0.280	0.898	0.138	322.047	0.000	0.754	3.083	0.495	868.986	0.611	8.022	48.482	7.333	9241.818	0.000	1.043	7.974	1.090	1202.032	0.000	0.035	0.325	0.048	40.263	0.000	0.137	0.309	0.052	158.387	0.000	0.912	2.751	0.461	1051.040			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	33		82	976	#N/A	#N/A	880	0.06 %	0.50	35.84	37.73	1.05	0.300	2.164	5.751	1.302	1904.584	0.000	0.086	0.369	0.081	75.461	0.000	0.800	2.239	0.426	704.365	0.000	7.198	32.725	7.014	6333.877	0.000	1.035	6.261	1.003	910.866	0.000	0.018	0.221	0.031	16.129	0.000	0.137	0.346	0.060	120.957	0.000	0.489	1.686	0.425	430.750			0	0	0	0	
E:\Original MANTRA official all pics	cu-07-05 B D_5.im3	Stroma	34		1268	1006	#N/A	#N/A	992	0.07 %	0.28	32.05	59.13	1.84	0.302	0.849	3.664	0.680	842.059	0.000	0.137	0.431	0.060	136.076	0.000	0.215	0.949	0.183	212.979	0.000	0.905	4.897	0.455	898.002	0.000	0.740	2.201	0.323	733.686	0.000	0.023	0.128	0.026	22.526	0.037	0.113	0.216	0.029	112.108	0.000	0.692	1.037	0.231	686.934			0	0	0	0	
