Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	15		42	522	#N/A	#N/A	960	0.07 %	0.50	31.99	49.24	1.54	0.277	1.092	3.424	0.764	1047.993	0.000	0.262	1.940	0.196	251.405	0.000	0.684	3.418	0.395	656.890	1.276	5.201	23.772	3.160	4992.970	0.000	1.602	20.423	2.915	1538.158	0.000	0.147	1.820	0.266	141.318	0.000	0.179	1.240	0.221	171.851	0.000	0.408	1.118	0.246	391.811			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	16		932	648	#N/A	#N/A	752	0.05 %	0.61	32.04	32.09	1.00	0.283	0.895	2.286	0.449	673.089	0.000	0.235	1.628	0.239	176.560	0.000	1.150	3.002	0.550	864.505	1.776	10.746	27.625	5.407	8081.237	0.000	0.497	3.794	0.660	373.623	0.000	0.049	0.332	0.059	37.210	0.000	0.167	1.006	0.198	125.241	0.000	0.565	1.049	0.202	424.932			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	17		1236	772	#N/A	#N/A	1120	0.08 %	0.58	37.25	42.69	1.15	0.330	0.930	2.494	0.496	1042.140	0.000	0.176	0.637	0.097	197.528	0.000	0.345	1.761	0.239	386.191	0.000	1.549	16.152	1.501	1734.371	0.000	0.472	1.758	0.309	528.092	0.000	0.021	0.192	0.029	23.892	0.000	0.282	1.559	0.332	316.281	0.000	0.512	0.918	0.178	573.329			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	18		808	790	#N/A	#N/A	912	0.06 %	0.47	28.00	48.00	1.71	0.260	0.911	2.495	0.537	830.768	0.000	0.288	3.289	0.439	263.028	0.000	1.373	3.418	0.682	1252.115	1.064	12.358	31.294	6.664	11270.130	0.000	1.101	7.581	1.315	1003.845	0.000	0.047	0.370	0.058	42.415	0.000	0.079	0.200	0.043	72.153	0.000	0.594	1.553	0.290	541.303			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	19		1378	798	#N/A	#N/A	784	0.05 %	0.64	28.06	36.03	1.28	0.323	1.245	3.262	0.781	975.755	0.000	0.180	0.906	0.115	141.402	0.000	0.418	1.224	0.264	327.815	0.000	1.870	5.683	0.954	1466.065	0.000	0.608	2.053	0.383	476.399	0.000	0.023	0.242	0.031	18.084	0.000	0.213	1.028	0.256	166.878	0.000	0.434	0.915	0.273	340.588			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	20		678	950	#N/A	#N/A	20320	1.40 %	0.32	156.34	180.20	1.15	0.224	0.872	3.347	0.614	17724.477	0.000	0.392	3.820	0.257	7963.991	0.000	0.566	5.539	0.453	11497.833	0.018	3.504	25.324	2.948	71206.953	0.000	1.353	41.588	2.432	27500.340	0.000	0.037	0.854	0.058	743.742	0.000	0.381	2.682	0.516	7745.704	0.000	0.586	1.460	0.214	11917.553			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Tumor	21		1266	928	#N/A	#N/A	1600	0.11 %	0.52	35.43	62.33	1.76	0.351	1.263	3.245	0.744	2021.147	0.000	0.179	0.591	0.091	287.055	0.000	0.442	1.594	0.297	706.777	0.000	1.542	7.304	0.901	2467.358	0.000	0.617	2.301	0.355	986.702	0.000	0.024	0.199	0.031	38.722	0.000	0.199	1.303	0.250	318.677	0.000	0.478	0.966	0.269	764.557			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	22		696	520	#N/A	#N/A	1095760	75.69 %	0.03	1041.10	1392.82	1.34	0.154	0.588	4.188	0.543	644023.196	0.000	0.272	10.084	0.461	298049.879	0.000	0.513	14.930	0.607	561899.493	0.000	4.971	41.528	5.437	5447278.816	0.000	1.138	41.493	2.380	1247079.809	0.000	0.077	4.674	0.191	84279.203	0.000	0.052	1.003	0.036	57412.709	0.000	0.584	1.862	0.211	640264.574			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	23		1206	512	#N/A	#N/A	1680	0.12 %	0.21	38.93	97.63	2.51	0.198	0.595	2.544	0.511	999.694	0.000	0.146	0.511	0.069	245.758	0.000	0.176	1.418	0.186	295.725	0.000	1.246	13.367	1.073	2093.428	0.000	0.445	2.671	0.314	748.240	0.000	0.023	0.137	0.026	39.351	0.000	0.052	0.125	0.020	87.582	0.000	0.621	0.959	0.224	1043.699			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	24		742	568	#N/A	#N/A	1568	0.11 %	0.35	43.21	68.72	1.59	0.303	0.527	1.892	0.381	826.478	0.049	0.323	0.744	0.087	506.189	0.000	0.240	0.933	0.181	376.593	0.571	2.111	6.059	0.763	3310.084	0.000	0.447	2.186	0.326	701.274	0.000	0.035	0.169	0.031	54.547	0.006	0.073	0.142	0.021	114.233	0.000	0.605	0.844	0.170	949.177			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	25		1182	576	#N/A	#N/A	1872	0.13 %	0.52	50.35	54.03	1.07	0.191	0.481	2.543	0.467	900.318	0.000	0.137	0.505	0.075	255.933	0.000	0.236	1.436	0.235	440.873	0.156	2.449	13.923	1.746	4585.266	0.000	0.395	1.869	0.349	739.481	0.000	0.023	0.168	0.027	43.090	0.000	0.055	0.121	0.021	102.120	0.000	0.685	1.039	0.207	1283.016			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	26		800	604	#N/A	#N/A	928	0.06 %	0.48	32.02	48.10	1.50	0.313	0.519	1.549	0.301	481.985	0.000	0.302	0.824	0.123	280.574	0.000	0.300	1.623	0.230	278.353	0.441	2.216	12.626	1.647	2056.365	0.000	0.393	2.258	0.325	365.119	0.000	0.033	0.155	0.031	30.759	0.000	0.075	0.159	0.024	69.862	0.100	0.620	0.917	0.143	575.511			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	27		670	620	#N/A	#N/A	1312	0.09 %	0.22	49.01	62.06	1.27	0.298	0.438	1.524	0.226	574.774	0.128	0.395	1.654	0.208	517.830	0.000	0.264	1.876	0.226	346.229	0.698	2.367	11.205	1.326	3105.145	0.000	0.516	2.084	0.338	677.493	0.000	0.037	0.150	0.032	48.022	0.000	0.075	0.177	0.024	98.585	0.096	0.647	0.948	0.112	848.335			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	28		614	650	#N/A	#N/A	1296	0.09 %	0.36	37.45	60.45	1.61	0.295	0.668	2.341	0.425	865.705	0.000	0.513	5.559	0.838	664.436	0.000	0.532	2.526	0.505	689.118	0.430	5.222	29.554	5.868	6767.893	0.000	1.022	10.251	1.172	1324.878	0.000	0.047	0.610	0.060	60.771	0.000	0.082	0.273	0.030	106.529	0.000	0.604	1.164	0.190	782.455			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	29		1106	884	#N/A	#N/A	5648	0.39 %	0.15	85.16	133.85	1.57	0.303	0.689	2.310	0.478	3891.224	0.000	0.168	0.720	0.092	947.996	0.000	0.291	2.165	0.266	1641.598	0.000	1.570	19.487	1.587	8868.865	0.000	0.448	2.661	0.353	2530.490	0.000	0.022	0.158	0.026	126.186	0.000	0.050	0.128	0.020	281.823	0.000	0.566	1.017	0.209	3195.083			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_3.im3	Stroma	30		974	922	#N/A	#N/A	1696	0.12 %	0.20	55.44	75.60	1.36	0.312	0.556	1.994	0.354	943.047	0.000	0.190	0.649	0.096	322.413	0.000	0.282	1.164	0.213	478.183	0.000	1.441	6.700	0.951	2444.620	0.000	0.472	1.988	0.331	800.897	0.000	0.026	0.160	0.028	43.609	0.000	0.057	0.153	0.021	96.663	0.000	0.607	0.893	0.160	1029.620			0	0	0	0	
