"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	11	NA	670	326	"#N/A"	"#N/A"	4800	"0.33 %"	0.5	76.33	91.85	1.2	0.212	1.014	3.508	0.658	4864.937	0	0.929	6.406	0.958	4459.347	0	0.819	3.218	0.548	3930.675	0.969	8.017	25.831	6.104	38480.688	0	1.061	13.356	1.281	5090.797	0	0.056	0.747	0.067	267.533	0	0.337	2.54	0.484	1616.284	0	0.544	1.319	0.3	2613.22	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	12	NA	1248	306	"#N/A"	"#N/A"	768	"0.05 %"	0.55	33.53	33.56	1	0.289	0.772	2.434	0.51	593.135	0	0.157	0.715	0.099	120.42	0	0.411	1.291	0.238	315.862	0.494	2.801	8.139	1.18	2151.104	0	0.518	2.535	0.443	397.697	0	0.026	0.171	0.033	19.912	0	0.173	0.903	0.206	132.572	0	0.512	0.851	0.189	393.471	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	13	NA	1032	310	"#N/A"	"#N/A"	816	"0.06 %"	0.59	32.03	36.03	1.12	0.214	0.55	2.239	0.385	448.787	0	0.252	1.034	0.16	205.621	0	0.66	3.02	0.563	538.855	0.958	6.739	28.855	5.317	5498.853	0	0.465	3.969	0.624	379.556	0	0.027	0.199	0.033	22.172	0	0.132	1.101	0.18	107.472	0	0.672	1.15	0.175	548.081	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	14	NA	1324	472	"#N/A"	"#N/A"	768	"0.05 %"	0.63	32	32	1	0.26	1.054	2.339	0.601	809.433	0	0.121	0.516	0.082	92.898	0	0.498	2.122	0.395	382.404	0	3.483	22.431	3.916	2675.2	0	0.522	1.97	0.417	400.869	0	0.024	0.15	0.03	18.505	0	0.137	0.696	0.165	104.84	0	0.433	0.824	0.228	332.75	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	15	NA	42	522	"#N/A"	"#N/A"	960	"0.07 %"	0.5	31.99	49.24	1.54	0.277	1.092	3.424	0.764	1047.993	0	0.262	1.94	0.196	251.405	0	0.684	3.418	0.395	656.89	1.276	5.201	23.772	3.16	4992.97	0	1.602	20.423	2.915	1538.158	0	0.147	1.82	0.266	141.318	0	0.179	1.24	0.221	171.851	0	0.408	1.118	0.246	391.811	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	16	NA	932	648	"#N/A"	"#N/A"	752	"0.05 %"	0.61	32.04	32.09	1	0.283	0.895	2.286	0.449	673.089	0	0.235	1.628	0.239	176.56	0	1.15	3.002	0.55	864.505	1.776	10.746	27.625	5.407	8081.237	0	0.497	3.794	0.66	373.623	0	0.049	0.332	0.059	37.21	0	0.167	1.006	0.198	125.241	0	0.565	1.049	0.202	424.932	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	17	NA	1236	772	"#N/A"	"#N/A"	1120	"0.08 %"	0.58	37.25	42.69	1.15	0.33	0.93	2.494	0.496	1042.14	0	0.176	0.637	0.097	197.528	0	0.345	1.761	0.239	386.191	0	1.549	16.152	1.501	1734.371	0	0.472	1.758	0.309	528.092	0	0.021	0.192	0.029	23.892	0	0.282	1.559	0.332	316.281	0	0.512	0.918	0.178	573.329	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	18	NA	808	790	"#N/A"	"#N/A"	912	"0.06 %"	0.47	28	48	1.71	0.26	0.911	2.495	0.537	830.768	0	0.288	3.289	0.439	263.028	0	1.373	3.418	0.682	1252.115	1.064	12.358	31.294	6.664	11270.13	0	1.101	7.581	1.315	1003.845	0	0.047	0.37	0.058	42.415	0	0.079	0.2	0.043	72.153	0	0.594	1.553	0.29	541.303	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	19	NA	1378	798	"#N/A"	"#N/A"	784	"0.05 %"	0.64	28.06	36.03	1.28	0.323	1.245	3.262	0.781	975.755	0	0.18	0.906	0.115	141.402	0	0.418	1.224	0.264	327.815	0	1.87	5.683	0.954	1466.065	0	0.608	2.053	0.383	476.399	0	0.023	0.242	0.031	18.084	0	0.213	1.028	0.256	166.878	0	0.434	0.915	0.273	340.588	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	20	NA	678	950	"#N/A"	"#N/A"	20320	"1.40 %"	0.32	156.34	180.2	1.15	0.224	0.872	3.347	0.614	17724.477	0	0.392	3.82	0.257	7963.991	0	0.566	5.539	0.453	11497.833	0.018	3.504	25.324	2.948	71206.953	0	1.353	41.588	2.432	27500.34	0	0.037	0.854	0.058	743.742	0	0.381	2.682	0.516	7745.704	0	0.586	1.46	0.214	11917.553	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Tumor"	21	NA	1266	928	"#N/A"	"#N/A"	1600	"0.11 %"	0.52	35.43	62.33	1.76	0.351	1.263	3.245	0.744	2021.147	0	0.179	0.591	0.091	287.055	0	0.442	1.594	0.297	706.777	0	1.542	7.304	0.901	2467.358	0	0.617	2.301	0.355	986.702	0	0.024	0.199	0.031	38.722	0	0.199	1.303	0.25	318.677	0	0.478	0.966	0.269	764.557	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	22	NA	696	520	"#N/A"	"#N/A"	1095760	"75.69 %"	0.03	1041.1	1392.82	1.34	0.154	0.588	4.188	0.543	644023.196	0	0.272	10.084	0.461	298049.879	0	0.513	14.93	0.607	561899.493	0	4.971	41.528	5.437	5447278.816	0	1.138	41.493	2.38	1247079.809	0	0.077	4.674	0.191	84279.203	0	0.052	1.003	0.036	57412.709	0	0.584	1.862	0.211	640264.574	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	23	NA	1206	512	"#N/A"	"#N/A"	1680	"0.12 %"	0.21	38.93	97.63	2.51	0.198	0.595	2.544	0.511	999.694	0	0.146	0.511	0.069	245.758	0	0.176	1.418	0.186	295.725	0	1.246	13.367	1.073	2093.428	0	0.445	2.671	0.314	748.24	0	0.023	0.137	0.026	39.351	0	0.052	0.125	0.02	87.582	0	0.621	0.959	0.224	1043.699	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	24	NA	742	568	"#N/A"	"#N/A"	1568	"0.11 %"	0.35	43.21	68.72	1.59	0.303	0.527	1.892	0.381	826.478	0.049	0.323	0.744	0.087	506.189	0	0.24	0.933	0.181	376.593	0.571	2.111	6.059	0.763	3310.084	0	0.447	2.186	0.326	701.274	0	0.035	0.169	0.031	54.547	0.006	0.073	0.142	0.021	114.233	0	0.605	0.844	0.17	949.177	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	25	NA	1182	576	"#N/A"	"#N/A"	1872	"0.13 %"	0.52	50.35	54.03	1.07	0.191	0.481	2.543	0.467	900.318	0	0.137	0.505	0.075	255.933	0	0.236	1.436	0.235	440.873	0.156	2.449	13.923	1.746	4585.266	0	0.395	1.869	0.349	739.481	0	0.023	0.168	0.027	43.09	0	0.055	0.121	0.021	102.12	0	0.685	1.039	0.207	1283.016	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	26	NA	800	604	"#N/A"	"#N/A"	928	"0.06 %"	0.48	32.02	48.1	1.5	0.313	0.519	1.549	0.301	481.985	0	0.302	0.824	0.123	280.574	0	0.3	1.623	0.23	278.353	0.441	2.216	12.626	1.647	2056.365	0	0.393	2.258	0.325	365.119	0	0.033	0.155	0.031	30.759	0	0.075	0.159	0.024	69.862	0.1	0.62	0.917	0.143	575.511	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	27	NA	670	620	"#N/A"	"#N/A"	1312	"0.09 %"	0.22	49.01	62.06	1.27	0.298	0.438	1.524	0.226	574.774	0.128	0.395	1.654	0.208	517.83	0	0.264	1.876	0.226	346.229	0.698	2.367	11.205	1.326	3105.145	0	0.516	2.084	0.338	677.493	0	0.037	0.15	0.032	48.022	0	0.075	0.177	0.024	98.585	0.096	0.647	0.948	0.112	848.335	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	28	NA	614	650	"#N/A"	"#N/A"	1296	"0.09 %"	0.36	37.45	60.45	1.61	0.295	0.668	2.341	0.425	865.705	0	0.513	5.559	0.838	664.436	0	0.532	2.526	0.505	689.118	0.43	5.222	29.554	5.868	6767.893	0	1.022	10.251	1.172	1324.878	0	0.047	0.61	0.06	60.771	0	0.082	0.273	0.03	106.529	0	0.604	1.164	0.19	782.455	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	29	NA	1106	884	"#N/A"	"#N/A"	5648	"0.39 %"	0.15	85.16	133.85	1.57	0.303	0.689	2.31	0.478	3891.224	0	0.168	0.72	0.092	947.996	0	0.291	2.165	0.266	1641.598	0	1.57	19.487	1.587	8868.865	0	0.448	2.661	0.353	2530.49	0	0.022	0.158	0.026	126.186	0	0.05	0.128	0.02	281.823	0	0.566	1.017	0.209	3195.083	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_3.im3"	"Stroma"	30	NA	974	922	"#N/A"	"#N/A"	1696	"0.12 %"	0.2	55.44	75.6	1.36	0.312	0.556	1.994	0.354	943.047	0	0.19	0.649	0.096	322.413	0	0.282	1.164	0.213	478.183	0	1.441	6.7	0.951	2444.62	0	0.472	1.988	0.331	800.897	0	0.026	0.16	0.028	43.609	0	0.057	0.153	0.021	96.663	0	0.607	0.893	0.16	1029.62	NA	NA	0	0	0	0	NA
