"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	11	NA	336	302	"#N/A"	"#N/A"	5808	"0.40 %"	0.43	71.6	120.46	1.68	0.378	1.507	7.247	1.209	8750.198	0	0.304	1.945	0.201	1764.824	0	0.624	2.892	0.405	3626.982	0.46	3.774	41.103	3.471	21918.422	0	0.744	7.754	0.732	4320.576	0	0.032	0.329	0.042	184.287	0	0.425	2.801	0.517	2466.445	0	0.494	1.868	0.273	2866.772	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	12	NA	390	282	"#N/A"	"#N/A"	960	"0.07 %"	0.5	30.8	47.65	1.55	0.59	1.292	5.496	1.09	1240.403	0	0.353	1.556	0.202	338.957	0	0.633	2.81	0.422	607.616	0.51	3.606	21.191	2.733	3461.832	0	0.664	3.449	0.59	637.453	0	0.035	0.285	0.042	33.552	0.001	0.311	1.941	0.416	298.248	0	0.615	1.273	0.296	590.491	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	13	NA	1310	342	"#N/A"	"#N/A"	1712	"0.12 %"	0.27	48.57	70.67	1.46	0.622	1.272	5.635	0.83	2177.887	0	0.534	4.454	0.677	913.362	0	1.239	4.592	0.847	2121.43	0.976	15.562	55.203	11.031	26642.89	0	2.193	9.927	2.081	3755.115	0	0.061	0.666	0.095	105.085	0	0.221	1.825	0.311	378.057	0	0.847	2.513	0.436	1450.363	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	14	NA	362	384	"#N/A"	"#N/A"	3312	"0.23 %"	0.38	67.66	79.45	1.17	0.568	1.181	3.793	0.633	3910.832	0	0.242	1.785	0.203	802.946	0	0.952	4.366	0.593	3154.464	1.408	9.918	38.436	7.179	32848.964	0	0.816	8.456	1.142	2703.214	0	0.035	0.529	0.05	117.528	0	0.234	2.106	0.317	776.436	0	0.502	1.532	0.261	1661.798	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	15	NA	1110	408	"#N/A"	"#N/A"	7984	"0.55 %"	0.38	102.2	141.48	1.38	0.59	1.925	6.727	1.275	15367.01	0	0.283	1.22	0.179	2257.178	0	0.633	3.83	0.438	5056.864	0	3.266	41.971	4.626	26077.001	0	0.758	5.412	0.603	6053.944	0	0.03	0.293	0.042	236.83	0	0.524	3.683	0.568	4185.445	0	0.439	1.735	0.312	3504.74	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	16	NA	446	400	"#N/A"	"#N/A"	3040	"0.21 %"	0.47	56.01	76	1.36	0.516	1.47	4.967	0.934	4467.589	0	0.348	1.615	0.262	1058.177	0	0.975	9.332	1.294	2964.313	0.18	4.079	31.42	3.924	12399.653	0	0.572	6.345	0.636	1738.484	0	0.032	0.283	0.04	96.711	0	0.335	2.99	0.475	1019.775	0	0.368	1.369	0.238	1118.93	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	17	NA	1346	462	"#N/A"	"#N/A"	6192	"0.43 %"	0.27	92.3	131.99	1.43	0.409	1.317	6.225	1.038	8152.685	0	0.302	2.597	0.309	1869.352	0	1.131	4.436	0.719	7000.82	0.764	13.755	51.606	10.667	85168.619	0	2.245	13.705	2.243	13900.878	0	0.067	0.607	0.097	414.704	0	0.189	1.581	0.216	1169.958	0	0.862	2.196	0.416	5338.773	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	18	NA	740	418	"#N/A"	"#N/A"	880	"0.06 %"	0.41	28.11	48.11	1.71	0.522	0.892	3.898	0.573	785.305	0	0.13	0.946	0.117	114.785	0	0.392	2.461	0.342	344.616	0.469	3.055	16.848	2.262	2688.05	0	0.338	4.804	0.559	297.507	0	0.022	0.294	0.03	19.401	0.003	0.242	2.338	0.414	212.737	0	0.603	1.218	0.15	530.889	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	19	NA	1264	434	"#N/A"	"#N/A"	1712	"0.12 %"	0.48	43.89	57.25	1.3	0.494	1.075	5.371	0.658	1840.816	0	0.266	2.245	0.307	455.377	0	1.388	4.75	0.954	2376.016	1.265	19.11	53.984	13.988	32716.01	0	2.401	11.513	2.431	4111.004	0	0.062	0.627	0.09	106.009	0	0.171	1.236	0.185	292.38	0	1.02	2.11	0.361	1746.574	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	20	NA	128	512	"#N/A"	"#N/A"	1216	"0.08 %"	0.29	48	56	1.17	0.47	1.278	6.259	0.966	1554.227	0	0.404	3.628	0.427	491.533	0	1.599	6.568	1.113	1944.386	2.366	18.155	64.737	12.581	22076.307	0	2.102	15.918	2.748	2556.11	0	0.083	0.626	0.106	101.074	0	0.212	2.309	0.353	257.706	0	0.89	2.521	0.431	1082.643	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	21	NA	1292	520	"#N/A"	"#N/A"	2672	"0.18 %"	0.25	64.15	71.96	1.12	0.448	1.09	4.769	0.678	2912.967	0	0.157	0.897	0.147	420.07	0	0.998	3.634	0.734	2667.537	0.238	12.214	48.791	11.384	32636.533	0	1.075	8.307	1.353	2872.422	0	0.044	0.569	0.061	117.272	0	0.186	1.774	0.213	497.659	0	0.839	2.212	0.319	2242.889	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	22	NA	448	524	"#N/A"	"#N/A"	1808	"0.12 %"	0.55	40.05	63.99	1.6	0.483	1.244	4.976	0.875	2249.356	0	0.273	1.331	0.164	493.978	0	0.644	3.292	0.463	1163.954	0.479	4.466	39.573	3.52	8074.128	0	0.554	3.958	0.589	1001.197	0	0.037	0.319	0.046	67.391	0	0.353	2.169	0.417	637.376	0	0.561	1.658	0.258	1014.864	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	23	NA	536	538	"#N/A"	"#N/A"	1456	"0.10 %"	0.56	45.47	46.13	1.01	0.36	1.138	4.827	0.846	1657.205	0	0.096	0.637	0.112	139.683	0	1.4	5.418	0.976	2038.384	0.965	16.482	51.095	13.059	23997.37	0	0.909	8.918	1.427	1323.304	0	0.059	0.529	0.079	85.382	0	0.229	1.822	0.315	333.567	0	0.845	2.105	0.379	1230.053	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	24	NA	1182	532	"#N/A"	"#N/A"	1200	"0.08 %"	0.56	32.07	52.03	1.62	0.481	1.256	5.688	0.93	1506.645	0	0.279	1.019	0.179	334.695	0	0.591	2.078	0.41	709.001	0.291	3.089	9.743	1.732	3707.047	0	0.725	2.902	0.612	870.227	0	0.034	0.274	0.041	40.55	0	0.228	2.124	0.343	274.077	0	0.688	1.533	0.264	825.183	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	25	NA	1368	556	"#N/A"	"#N/A"	1088	"0.08 %"	0.51	32.16	48.22	1.5	0.252	1.367	6.257	1.015	1487.024	0	0.71	10.956	1.674	772.416	0	1.154	4.297	0.715	1255.458	0.778	11.981	39.496	10.206	13034.811	0	1.317	8.721	1.473	1433.099	0	0.034	0.266	0.048	37.203	0	0.146	1.279	0.186	158.507	0	0.884	2.394	0.538	962.245	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	26	NA	62	592	"#N/A"	"#N/A"	2048	"0.14 %"	0.32	52.1	71.99	1.38	0.229	1.031	5.449	0.888	2111.204	0	0.269	2.224	0.267	551.75	0	1.083	4.749	0.868	2218.25	0	12.735	53.915	10.931	26082.241	0	3.077	71.035	7.294	6301.652	0	0.078	1.18	0.116	160.591	0	0.265	2.897	0.493	543.153	0	0.8	3.64	0.432	1638.724	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	27	NA	1186	810	"#N/A"	"#N/A"	75936	"5.25 %"	0.06	414.82	459.98	1.11	0.353	1.764	7.942	1.277	133921.612	0	0.294	5.625	0.248	22291.863	0	0.794	10.133	0.643	60329.874	0	4.507	50.253	5.472	342239.077	0	1.109	64.699	2.135	84225.335	0	0.03	1.274	0.057	2283.311	0	0.409	3.685	0.454	31025.081	0	0.579	2.939	0.341	43990.392	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	28	NA	1120	632	"#N/A"	"#N/A"	2496	"0.17 %"	0.39	38	94.8	2.49	0.509	1.378	4.219	0.819	3440.244	0	0.232	0.921	0.131	578.579	0	0.51	3.671	0.382	1272.635	0.092	2.865	41.341	4.556	7150.524	0	0.74	5.629	0.61	1848.134	0	0.03	0.897	0.057	74.82	0	0.319	2.322	0.422	796.584	0	0.528	1.716	0.288	1317.218	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	29	NA	116	620	"#N/A"	"#N/A"	752	"0.05 %"	0.61	32.05	32.07	1	0.413	1.058	3.495	0.683	795.593	0	0.294	1.473	0.295	221.188	0	1.579	5.011	0.843	1187.657	2.4	18.725	53.07	9.844	14081.32	0	1.892	18.005	2.476	1422.629	0	0.065	0.559	0.088	49.04	0	0.488	2.727	0.666	366.623	0	0.905	2.468	0.391	680.213	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	30	NA	1186	644	"#N/A"	"#N/A"	2880	"0.20 %"	0.57	60.01	64	1.07	0.558	1.481	5.962	1.008	4263.928	0	0.213	1.379	0.178	613.668	0	0.916	4.402	0.652	2638.578	0	9.352	49.738	9.184	26934.179	0	1.311	20.274	1.861	3775.395	0	0.041	0.452	0.062	118.561	0	0.3	1.98	0.386	864.114	0	0.661	2.062	0.353	1902.804	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	31	NA	1026	758	"#N/A"	"#N/A"	1408	"0.10 %"	0.6	44	44.03	1	0.499	1.448	6.897	1.264	2038.958	0	0.129	0.817	0.133	181.07	0	1.405	4.495	0.821	1978.939	0.945	14.427	43.051	8.936	20313.462	0	1.091	7.388	1.433	1535.973	0	0.064	0.523	0.083	89.771	0	0.285	1.671	0.295	400.591	0	0.728	1.832	0.357	1024.571	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	32	NA	578	770	"#N/A"	"#N/A"	832	"0.06 %"	0.53	33.53	36.52	1.09	0.574	1.158	2.979	0.474	963.723	0	0.134	0.833	0.111	111.102	0	0.746	3.006	0.513	620.864	0.621	5.439	32.026	4.144	4525.354	0	0.388	2.97	0.587	323.114	0	0.025	0.195	0.033	20.741	0.001	0.314	2.59	0.492	261.576	0	0.504	1.596	0.186	419.071	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	33	NA	324	772	"#N/A"	"#N/A"	1040	"0.07 %"	0.54	32.56	46.97	1.44	0.495	1.911	5.674	1.199	1987.751	0	0.434	2.921	0.343	451.599	0	1.161	4.601	0.66	1207.046	1.361	9.502	35.754	5.679	9881.706	0	2.472	26.673	3.928	2570.819	0	0.14	1.786	0.23	145.699	0	0.383	2.092	0.457	398.537	0	0.476	1.363	0.373	495.556	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	34	NA	418	796	"#N/A"	"#N/A"	2048	"0.14 %"	0.5	44.15	71.98	1.63	0.516	1.467	4.899	1.087	3004.972	0	0.304	3.035	0.236	623.426	0	0.974	4.706	0.574	1994.952	1.227	7.644	47.61	5.853	15655.314	0	0.785	8.72	0.893	1608.519	0	0.053	0.743	0.063	108.154	0	0.335	2.355	0.405	685.109	0	0.553	2.245	0.332	1131.706	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	35	NA	420	934	"#N/A"	"#N/A"	11936	"0.82 %"	0.1	176.74	215.68	1.22	0.268	1.352	6.661	1.014	16138.531	0	0.275	8.141	0.354	3286.891	0	1.105	5.745	0.718	13193.364	0.293	10.757	62.942	8.952	128398.818	0	1.389	22.529	2.008	16582.745	0	0.058	1.196	0.083	692.354	0	0.333	2.982	0.441	3968.898	0	0.7	3.312	0.421	8361.164	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Tumor"	36	NA	508	1006	"#N/A"	"#N/A"	2912	"0.20 %"	0.35	46.27	102.58	2.22	0.377	1.274	4.849	0.913	3709.325	0	0.418	2.659	0.377	1217.812	0	1.647	6.07	0.969	4796.878	1.185	16.286	51.099	11.406	47426.279	0	2.557	39.11	4.087	7445.988	0	0.067	0.807	0.097	195.828	0	0.476	4.595	0.673	1385.242	0	1.011	3.05	0.482	2942.916	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Stroma"	37	NA	356	520	"#N/A"	"#N/A"	377952	"26.11 %"	0.02	714.85	1042.97	1.46	0.16	0.974	8.216	0.739	367964.067	0	0.281	13.157	0.559	106227.244	0	0.922	9.752	0.854	348628.601	0	9.894	71.994	10.144	3739364.308	0	1.567	67.475	2.886	592094.567	0	0.105	6.365	0.249	39676.483	0	0.079	2.762	0.067	29738.616	0	0.711	3.631	0.379	268543.815	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Stroma"	38	NA	984	520	"#N/A"	"#N/A"	299088	"20.66 %"	0.02	779.67	1067.88	1.37	0.251	0.997	7.638	0.719	298336.903	0	0.199	16.429	0.522	59422.132	0	0.704	8.748	0.741	210618.679	0	7.246	66.835	9.354	2167159.221	0	0.798	41.255	1.448	238597.506	0	0.042	4.304	0.112	12448.51	0	0.065	3.417	0.047	19520.836	0	0.682	2.695	0.307	204087.51	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Stroma"	39	NA	1222	64	"#N/A"	"#N/A"	6240	"0.43 %"	0.24	108.03	128.14	1.19	0.599	1.145	7.514	0.843	7147.201	0	0.226	1.157	0.133	1410.361	0	0.523	4.079	0.463	3266.29	0	3.503	42.247	4.568	21856.31	0	1.536	48.368	4.338	9582.987	0	0.059	2.024	0.184	367.494	0	0.073	0.39	0.039	454.398	0	0.711	2.431	0.289	4437.23	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Stroma"	40	NA	1332	144	"#N/A"	"#N/A"	10560	"0.73 %"	0.24	120.43	144.23	1.2	0.61	0.978	4.537	0.432	10330.895	0	0.188	5.58	0.309	1989.211	0	0.62	3.2	0.525	6549.283	0	7.086	49.502	8.075	74824.273	0	0.951	20.671	1.365	10040.146	0	0.029	0.633	0.053	305.29	0	0.062	0.375	0.037	656.415	0	0.737	2.43	0.269	7781.463	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_3.im3"	"Stroma"	41	NA	52	120	"#N/A"	"#N/A"	848	"0.06 %"	0.22	29.82	71.08	2.38	0.512	1.112	4.027	0.711	943.037	0	0.379	2.195	0.274	321.3	0	0.819	3.08	0.516	694.68	1.048	9.106	28.315	5.494	7722.19	0	1.791	15.797	2.487	1518.956	0	0.056	0.49	0.074	47.737	0	0.099	0.259	0.045	84.115	0	0.528	1.362	0.258	447.48	NA	NA	0	0	0	0	NA
