"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Tumor"	11	NA	1180	542	"#N/A"	"#N/A"	1232	"0.09 %"	0.58	40.02	44.07	1.1	0.319	0.924	2.671	0.656	1138.95	0	0.182	0.867	0.128	224.139	0	0.432	2.962	0.392	532.342	0.285	3.039	20.088	2.876	3743.616	0	0.458	3.145	0.414	564.275	0	0.025	0.208	0.032	30.844	0.001	0.326	1.807	0.428	401.202	0	0.511	0.893	0.203	629.456	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Tumor"	12	NA	1144	576	"#N/A"	"#N/A"	784	"0.05 %"	0.64	32.03	32.04	1	0.312	0.995	2.823	0.689	780.338	0	0.153	0.602	0.122	119.941	0	0.858	2.887	0.542	672.957	0.449	6.124	31.068	5.866	4800.969	0	0.437	4.08	0.496	342.601	0	0.025	0.157	0.03	19.907	0	0.165	1.055	0.212	129.379	0	0.488	1.199	0.287	382.406	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Tumor"	13	NA	1106	812	"#N/A"	"#N/A"	135968	"9.39 %"	0.05	456.03	534.54	1.17	0.194	1.044	3.992	0.72	141890.399	0	0.254	2.865	0.166	34546.414	0	0.508	9.643	0.512	69127.757	0	2.908	31.613	2.851	395460.558	0	0.674	34.033	0.777	91591.171	0	0.025	0.674	0.035	3437.217	0	0.34	2.847	0.432	46224.318	0	0.536	1.395	0.256	72811.849	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Tumor"	14	NA	1366	686	"#N/A"	"#N/A"	2784	"0.19 %"	0.41	52.06	84.06	1.61	0.28	0.985	3.607	0.779	2742.128	0	0.169	0.81	0.091	469.597	0	0.321	1.53	0.263	894.231	0.072	1.845	7.302	1.001	5136.223	0	0.526	2.391	0.32	1465.088	0	0.022	0.178	0.028	61.676	0	0.145	0.717	0.147	404.378	0	0.545	1.028	0.277	1516.754	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Tumor"	15	NA	1258	924	"#N/A"	"#N/A"	1232	"0.09 %"	0.58	39.22	44.92	1.15	0.32	1.251	3.401	0.853	1540.769	0	0.153	0.589	0.099	187.932	0	0.554	3.214	0.497	683.09	0.234	3.733	19.828	3.506	4599.417	0	0.714	3.083	0.531	879.365	0	0.02	0.16	0.029	24.45	0	0.367	2.012	0.513	451.749	0	0.537	1.194	0.271	661.758	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Tumor"	16	NA	1322	1006	"#N/A"	"#N/A"	5328	"0.37 %"	0.32	61.61	144.79	2.35	0.354	1.077	3.106	0.684	5736.771	0	0.191	0.716	0.098	1017.057	0	0.488	2.332	0.357	2600.222	0	2.567	16.536	1.836	13674.366	0	0.646	5.185	0.429	3443.909	0	0.023	0.165	0.031	121.373	0	0.29	2.046	0.353	1542.975	0	0.674	1.226	0.247	3592.45	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	17	NA	696	520	"#N/A"	"#N/A"	938688	"64.84 %"	0.06	1046.23	1395.59	1.33	0.123	0.531	4.707	0.511	498539.831	0	0.203	9.626	0.367	190698.398	0	0.462	14.124	0.538	433775.344	0	4.712	42.976	5.322	4423335.075	0	0.71	40.067	1.486	666695.129	0	0.042	4.12	0.11	39210.196	0	0.049	1.08	0.029	45958.773	0	0.596	2.226	0.201	559474.185	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	18	NA	754	62	"#N/A"	"#N/A"	26016	"1.80 %"	0.1	125.17	404.13	3.23	0.262	0.796	3.981	0.573	20710.078	0	0.182	1.577	0.118	4730.885	0	0.417	7.103	0.528	10857.813	0	3.163	33.968	3.716	82297.621	0	0.556	14.954	0.634	14456.352	0	0.023	0.607	0.032	608.174	0	0.058	0.197	0.024	1514.726	0	0.433	1.2	0.23	11254.377	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	19	NA	824	218	"#N/A"	"#N/A"	20960	"1.45 %"	0.05	215.35	331.69	1.54	0.247	0.592	3.075	0.437	12402.551	0	0.184	2.463	0.125	3856.495	0	0.324	3.188	0.379	6797.209	0	2.965	29.452	3.86	62150.628	0	0.425	5.585	0.468	8912.535	0	0.024	0.294	0.027	501.731	0	0.061	0.181	0.022	1282.422	0	0.523	1.144	0.187	10965.411	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	20	NA	602	148	"#N/A"	"#N/A"	1856	"0.13 %"	0.45	42.66	67.33	1.58	0.248	0.617	2.522	0.432	1145.229	0	0.275	1.943	0.171	510.223	0	0.285	1.603	0.257	529.604	0.411	3.01	24.76	3.049	5585.752	0	0.789	6.798	0.896	1463.702	0	0.029	0.314	0.035	53.165	0	0.068	0.175	0.023	126.047	0	0.478	0.97	0.188	886.56	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	21	NA	674	248	"#N/A"	"#N/A"	1984	"0.14 %"	0.21	38.67	119.67	3.09	0.276	0.918	3.183	0.648	1820.87	0	0.284	1.017	0.148	563.511	0	0.455	2.41	0.359	903.24	0.391	4.035	25.918	4.063	8006.116	0	1.065	10.866	1.229	2112.87	0	0.048	0.487	0.055	94.653	0	0.079	0.184	0.028	156.715	0	0.441	1.09	0.262	874.52	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	22	NA	922	326	"#N/A"	"#N/A"	1728	"0.12 %"	0.39	42.86	62.23	1.45	0.307	0.756	3.166	0.711	1307.144	0	0.18	0.744	0.089	311.756	0	0.216	1.341	0.198	373.033	0	1.509	7.896	0.951	2608.067	0	0.397	1.995	0.32	686.169	0	0.025	0.121	0.026	42.618	0	0.066	0.15	0.021	113.303	0	0.5	0.865	0.235	863.475	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	23	NA	810	362	"#N/A"	"#N/A"	3824	"0.26 %"	0.21	76.3	124.05	1.63	0.26	0.619	2.746	0.459	2368.846	0	0.174	1.174	0.139	665.724	0	0.38	3.423	0.446	1454.588	0	3.471	29.812	3.947	13274.85	0	0.572	9.356	0.775	2185.561	0	0.026	0.231	0.03	98.391	0	0.062	0.185	0.025	238.606	0	0.569	1.168	0.198	2175.588	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	24	NA	666	444	"#N/A"	"#N/A"	1568	"0.11 %"	0.27	29.07	89.98	3.09	0.319	1.143	3.524	0.706	1792.205	0	0.267	0.748	0.121	418.79	0	0.886	7.45	1.045	1389.333	0	3.212	18.788	2.14	5036.523	0	2.832	29.451	4.616	4441.337	0	0.067	0.635	0.084	104.528	0	0.097	0.38	0.044	152.784	0	0.416	1.076	0.259	652.289	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	25	NA	1078	724	"#N/A"	"#N/A"	2688	"0.19 %"	0.28	57.63	90.25	1.57	0.301	0.603	2.055	0.396	1622.043	0	0.214	0.897	0.118	575.134	0	0.331	2.132	0.284	889.315	0.128	2.458	22.121	2.118	6607.399	0	0.416	2.308	0.37	1118.58	0	0.026	0.149	0.028	70.915	0	0.065	0.247	0.024	174.149	0	0.607	0.997	0.171	1632.832	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	26	NA	972	708	"#N/A"	"#N/A"	1328	"0.09 %"	0.34	27.66	75.34	2.72	0.218	0.581	2.766	0.461	772.171	0	0.772	6.594	1.102	1024.996	0	0.405	3.639	0.468	537.345	0.123	3.49	18.937	3.181	4634.343	0	0.577	3.154	0.496	765.842	0	0.026	0.201	0.029	34.232	0	0.071	0.175	0.023	94.688	0	0.699	1.198	0.219	928.448	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	27	NA	1256	908	"#N/A"	"#N/A"	26672	"1.84 %"	0.12	264.76	271.8	1.03	0.187	0.701	4.231	0.623	18694.104	0	0.132	1.081	0.099	3510.368	0	0.409	3.883	0.427	10918.102	0	3.659	36.918	4.461	97602.434	0	0.577	8.252	0.587	15378.441	0	0.022	0.317	0.029	594.081	0	0.054	0.647	0.032	1434.771	0	0.697	1.636	0.234	18589.808	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	28	NA	1042	850	"#N/A"	"#N/A"	2032	"0.14 %"	0.23	50.12	77.86	1.55	0.212	0.531	3.031	0.483	1078.327	0	0.275	1.342	0.18	558.962	0	0.33	2.408	0.351	670.402	0.033	3.29	20.776	2.965	6685.719	0	1.242	18.656	2.188	2524.684	0	0.028	0.315	0.038	56.865	0	0.075	0.199	0.025	152.065	0	0.73	1.321	0.198	1483.943	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	29	NA	1190	874	"#N/A"	"#N/A"	4272	"0.30 %"	0.26	64.93	124.87	1.92	0.178	0.37	2.568	0.245	1578.997	0	0.18	2.455	0.148	770.407	0	0.328	2.577	0.415	1400.662	0	3.598	23.443	3.877	15370.962	0	0.488	3.004	0.437	2085.965	0	0.019	0.132	0.024	79.473	0	0.058	0.139	0.023	245.85	0	0.782	1.158	0.134	3339.755	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	30	NA	940	922	"#N/A"	"#N/A"	1344	"0.09 %"	0.2	39.99	76.06	1.9	0.218	1.266	4.143	1.085	1701.7	0	0.338	1.267	0.19	454.74	0	0.469	1.861	0.335	630.589	0	2.834	13.596	2.374	3808.455	0	0.936	11.756	1.021	1257.884	0	0.041	0.306	0.048	54.563	0.005	0.088	0.292	0.036	117.61	0	0.468	0.968	0.328	629.024	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	31	NA	1082	940	"#N/A"	"#N/A"	1648	"0.11 %"	0.4	46.23	64.07	1.39	0.21	0.511	3.595	0.51	842.839	0	0.311	2.421	0.311	512.466	0	0.367	2.603	0.431	604.51	0.129	3.456	19.633	3.34	5695.956	0	0.57	2.918	0.448	939.233	0	0.018	0.112	0.024	29.792	0	0.067	0.173	0.025	111.169	0	0.742	1.197	0.198	1222.48	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	32	NA	1074	1010	"#N/A"	"#N/A"	976	"0.07 %"	0.32	30.63	65.53	2.14	0.307	0.833	2.542	0.571	812.549	0	0.338	2.095	0.206	329.814	0	0.454	2.384	0.368	442.798	0	2.537	15.346	2.782	2476.101	0	0.583	2.446	0.408	568.98	0	0.022	0.129	0.026	21.845	0	0.069	0.143	0.024	67.266	0	0.577	1.02	0.233	562.841	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	33	NA	1372	1016	"#N/A"	"#N/A"	1456	"0.10 %"	0.62	40.09	48.12	1.2	0.332	1.142	3.075	0.654	1663.102	0	0.175	0.559	0.084	255.085	0	0.413	1.766	0.274	600.781	0	1.672	6.046	0.892	2434.362	0	0.544	1.526	0.29	791.403	0	0.021	0.14	0.026	30.88	0	0.075	0.692	0.076	109.356	0	0.604	1.216	0.282	879.087	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-04-06 D_2.im3"	"Stroma"	34	NA	976	1024	"#N/A"	"#N/A"	832	"0.06 %"	0.35	32.03	48.07	1.5	0.198	0.86	2.581	0.637	715.259	0	0.22	0.828	0.156	183.089	0	0.626	2.472	0.473	520.6	0.116	4.409	19.272	3.617	3668.286	0	0.63	2.693	0.548	524.403	0	0.022	0.151	0.027	18.457	0	0.08	0.245	0.037	66.224	0	0.595	1.168	0.26	494.921	NA	NA	0	0	0	0	NA
