"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Tumor"	11	NA	344	884	"#N/A"	"#N/A"	89936	"6.21 %"	0.13	313.22	690.62	2.2	0.413	1.826	6.092	1.05	164262.076	0	0.348	2.348	0.189	31306.301	0	0.925	9.947	0.639	83185.455	0	4.439	55.746	4.618	399265.16	0	0.713	14.339	0.693	64156.245	0	0.037	1.113	0.049	3336.401	0	0.343	1.998	0.269	30878.364	0	0.433	2.84	0.323	38941.679	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	12	NA	216	290	"#N/A"	"#N/A"	111168	"7.68 %"	0.04	432.7	580.87	1.34	0.179	1.176	8.54	0.886	130782.801	0	0.391	11.263	0.574	43412.4	0	1.112	12.585	0.839	123609.667	0.335	13.763	71.464	12.099	1529987.543	0	1.508	27.529	2.251	167638.495	0	0.183	7.053	0.37	20344.855	0	0.103	1.179	0.067	11429.635	0	0.734	4.342	0.466	81626.802	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	13	NA	494	70	"#N/A"	"#N/A"	5136	"0.35 %"	0.21	75.31	151.28	2.01	0.402	1.095	5.738	0.731	5623.141	0	0.254	4.612	0.461	1302.719	0	0.677	4.721	0.579	3476.527	0.358	7.678	56.218	8.512	39435.343	0	0.767	11.256	1.209	3938.686	0	0.039	0.694	0.055	200.999	0	0.078	0.406	0.046	398.105	0	0.51	2.003	0.285	2621.189	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	14	NA	820	60	"#N/A"	"#N/A"	5392	"0.37 %"	0.09	119.82	120.52	1.01	0.407	0.988	4.348	0.448	5328.335	0	0.098	0.77	0.099	529.94	0	0.822	3.008	0.48	4431.683	1.13	12.215	52.616	9.718	65865.603	0	1.041	12.796	1.561	5613.073	0	0.037	0.497	0.055	201.64	0	0.083	0.335	0.047	444.861	0	0.678	2.041	0.322	3657.8	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	15	NA	1176	352	"#N/A"	"#N/A"	150528	"10.40 %"	0.15	405.48	728.55	1.8	0.182	1.632	8.869	1.259	245686.911	0	0.324	7.88	0.421	48761.209	0	1.225	7.113	0.788	184331.761	0	15.116	64.512	11.819	2275309.515	0	2.101	38.514	2.555	316325.146	0	0.267	7.222	0.548	40157.972	0	0.087	0.598	0.055	13043.233	0	0.776	3.894	0.514	116806.147	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	16	NA	974	136	"#N/A"	"#N/A"	1104	"0.08 %"	0.52	36.14	48.02	1.33	0.575	2.136	5.115	1.247	2358.686	0	0.266	1.595	0.258	293.355	0	1.242	3.644	0.601	1370.665	2.288	14.336	33.975	7.577	15826.605	0	1.01	5.553	1.076	1115.572	0	0.039	0.299	0.049	42.708	0	0.111	0.402	0.06	122.931	0	0.468	1.553	0.402	516.818	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	17	NA	666	192	"#N/A"	"#N/A"	10480	"0.72 %"	0.09	152.39	155.99	1.02	0.369	1.099	5.661	0.662	11516.662	0	0.117	2.485	0.144	1228.801	0	0.968	3.673	0.561	10140.397	1.048	13.638	51.955	10.797	142921.302	0	0.998	11.188	1.509	10463.158	0	0.064	2.06	0.115	666.212	0	0.096	0.408	0.049	1010.313	0	0.709	2.301	0.378	7429.215	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	18	NA	892	206	"#N/A"	"#N/A"	1760	"0.12 %"	0.37	34.02	81.7	2.4	0.597	1.585	6.008	1.03	2789.679	0	0.173	1.15	0.16	303.843	0	1.209	4.299	0.82	2127.888	1.613	16.195	53.17	13.937	28502.422	0	1.353	8.588	1.783	2381.273	0	0.09	0.642	0.118	159.247	0	0.108	0.322	0.065	190.535	0	0.695	2.041	0.438	1222.505	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	19	NA	764	254	"#N/A"	"#N/A"	1552	"0.11 %"	0.23	42.45	75.99	1.79	0.479	0.976	4.823	0.585	1515.121	0	0.083	0.629	0.097	129.288	0	0.96	3.46	0.641	1489.639	0.74	14.047	61.069	11.728	21801.43	0	1.011	9.659	1.618	1568.501	0	0.059	0.623	0.082	90.87	0	0.101	0.398	0.062	157.404	0	0.743	2.425	0.392	1153.018	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	20	NA	906	310	"#N/A"	"#N/A"	9392	"0.65 %"	0.19	113.43	180.18	1.59	0.448	1.286	7.356	0.921	12079.971	0	0.142	4.866	0.257	1330.355	0	1.101	4.989	0.744	10342.755	0.539	13.705	58.542	11.386	128713.177	0	0.828	10.248	1.285	7777.852	0	0.064	0.88	0.087	601.93	0	0.106	0.357	0.058	992.082	0	0.694	2.838	0.4	6513.598	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	21	NA	692	396	"#N/A"	"#N/A"	6688	"0.46 %"	0.14	91.28	184.83	2.02	0.448	1.465	5.856	1.053	9800.158	0	0.208	3.732	0.323	1392.916	0	1.139	5.414	0.765	7614.959	0.309	12.679	49.43	10.095	84799.519	0	0.728	12.764	1.211	4867.837	0	0.058	0.918	0.077	391.052	0	0.108	0.417	0.056	722.001	0	0.637	2.532	0.399	4261.936	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	22	NA	448	454	"#N/A"	"#N/A"	8384	"0.58 %"	0.32	86.84	165.42	1.9	0.457	0.871	4.322	0.443	7301.22	0	0.183	2.584	0.159	1535.307	0	0.402	4.022	0.384	3366.839	0.183	2.952	40.916	4.354	24748.972	0	0.36	6.764	0.529	3016.243	0	0.034	0.565	0.045	287.22	0	0.079	1.159	0.069	660.613	0	0.528	1.933	0.19	4426.68	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	23	NA	586	448	"#N/A"	"#N/A"	768	"0.05 %"	0.55	32.04	35.99	1.12	0.532	0.962	3.328	0.583	738.617	0	0.159	0.726	0.105	121.862	0	0.532	2.549	0.413	408.665	0.801	4.33	26.996	4.844	3325.709	0	0.407	3.956	0.557	312.827	0	0.033	0.206	0.034	25.39	0	0.082	0.191	0.029	63.248	0	0.576	1.348	0.245	442.17	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	24	NA	980	470	"#N/A"	"#N/A"	5824	"0.40 %"	0.2	74.72	166.46	2.23	0.602	1.362	5.026	0.788	7929.445	0	0.173	0.936	0.117	1009.732	0	0.593	2.907	0.42	3453.157	0.243	4.126	46.431	5.094	24031.916	0	0.68	36.416	2.03	3959.906	0	0.049	1.834	0.117	284.187	0	0.078	0.333	0.035	456.795	0	0.465	2.09	0.256	2708.429	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	25	NA	834	470	"#N/A"	"#N/A"	2896	"0.20 %"	0.31	68	76.01	1.12	0.543	1.031	5.152	0.648	2985.305	0	0.138	0.79	0.103	399.016	0	0.584	2.587	0.396	1691.887	0.569	5.297	37.997	5.163	15339.276	0	0.367	6.255	0.543	1064.193	0	0.132	5.717	0.445	382.842	0	0.08	0.427	0.036	232.746	0	0.589	1.588	0.216	1707.133	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	26	NA	582	512	"#N/A"	"#N/A"	1216	"0.08 %"	0.34	41.73	48.76	1.17	0.754	0.949	2.607	0.155	1154.156	0	0.087	0.6	0.082	105.516	0	0.832	2.737	0.56	1011.211	0.548	10.011	44.133	9.467	12173.566	0	0.609	6.236	0.901	740.894	0	0.033	0.309	0.041	40.396	0	0.09	0.287	0.045	109.819	0	0.666	1.705	0.256	810.28	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	27	NA	668	656	"#N/A"	"#N/A"	23808	"1.64 %"	0.08	266.6	274.63	1.03	0.36	0.961	5.204	0.59	22886.268	0	0.127	1.539	0.116	3019.541	0	0.66	4.696	0.496	15701.822	0.387	6.721	52.034	7.208	160011.897	0	0.419	8.984	0.713	9971.169	0	0.033	0.469	0.041	795.531	0	0.076	0.379	0.037	1814.613	0	0.645	2.419	0.273	15348.288	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	28	NA	488	554	"#N/A"	"#N/A"	1088	"0.08 %"	0.39	39.55	44	1.11	0.611	1.441	4.221	0.892	1567.387	0	0.124	0.856	0.113	135.087	0	0.694	2.039	0.371	755.27	0.407	5.743	34.679	5.874	6248.237	0	0.459	8.329	0.753	499.42	0	0.041	0.308	0.044	44.553	0	0.094	0.26	0.037	101.946	0	0.411	1.788	0.3	447.413	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	29	NA	330	600	"#N/A"	"#N/A"	4848	"0.33 %"	0.29	78.71	124.29	1.58	0.459	0.843	4.8	0.43	4089.061	0	0.17	0.744	0.092	822.439	0	0.386	2.808	0.279	1871.165	0.341	2.534	36.284	3.047	12283.096	0	0.32	4.921	0.375	1553.736	0	0.032	0.454	0.037	153.407	0	0.071	0.336	0.03	344.789	0	0.508	1.602	0.172	2462.966	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	30	NA	536	802	"#N/A"	"#N/A"	98592	"6.81 %"	0.03	427.93	1075.51	2.51	0.25	0.989	6.509	0.605	97514.63	0	0.218	11.973	0.472	21536.057	0	0.704	6.382	0.633	69414.392	0	6.399	62.016	8.281	630865.749	0	0.626	19.09	1.091	61743.829	0	0.044	3.069	0.099	4359.67	0	0.074	0.872	0.044	7307.475	0	0.643	4.195	0.306	63410.238	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	31	NA	380	686	"#N/A"	"#N/A"	2176	"0.15 %"	0.22	42.31	103	2.43	0.592	0.985	3.941	0.476	2142.925	0	0.187	1.155	0.116	406.335	0	0.433	2.358	0.273	942.304	0.371	2.508	37.808	2.557	5456.606	0	0.379	8.697	0.447	825.445	0	0.028	0.172	0.031	61.775	0	0.072	0.259	0.031	157.25	0	0.474	1.828	0.18	1032.235	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	32	NA	1210	770	"#N/A"	"#N/A"	1984	"0.14 %"	0.33	60.14	68.02	1.13	0.622	1.278	3.702	0.617	2535.422	0	0.264	6.439	0.652	523.753	0	1.277	5.154	0.794	2533.095	0.793	15.62	46.831	10.908	30989.986	0	1.075	9.754	1.547	2132.871	0	0.065	0.786	0.108	128.951	0	0.098	0.272	0.048	194.715	0	0.871	2.601	0.504	1727.857	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	33	NA	664	832	"#N/A"	"#N/A"	6496	"0.45 %"	0.21	118.38	135.36	1.14	0.361	1.001	4.048	0.625	6505.011	0	0.135	1.236	0.108	878.207	0	0.641	2.835	0.45	4164.666	0.433	5.697	41.917	6.105	37005.337	0	0.368	4.765	0.49	2387.423	0	0.03	0.288	0.035	194.786	0	0.074	0.356	0.033	483.043	0	0.622	1.791	0.251	4042.784	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	34	NA	50	916	"#N/A"	"#N/A"	9696	"0.67 %"	0.14	93.72	249.21	2.66	0.437	1.042	5.965	0.717	10099.641	0	0.235	3.595	0.277	2277.972	0	0.976	5.444	0.764	9459.529	1.033	10.531	61.664	10.415	102113.055	0	1.019	15.263	1.682	9878.474	0	0.08	2.129	0.133	776.972	0	0.09	0.529	0.055	868.918	0	0.808	3.158	0.423	7833.58	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	35	NA	1378	948	"#N/A"	"#N/A"	912	"0.06 %"	0.66	28.05	39.99	1.43	0.852	1.044	1.219	0.055	952.516	0	0.128	0.455	0.087	116.922	0	0.606	1.615	0.323	552.339	0.41	4.627	21.268	4.35	4220.27	0	0.396	1.926	0.332	361.376	0	0.026	0.156	0.034	23.935	0	0.065	0.16	0.029	59.126	0.33	0.771	1.289	0.141	703.379	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-05 C3 S_1.im3"	"Stroma"	36	NA	1108	1006	"#N/A"	"#N/A"	1616	"0.11 %"	0.3	39.08	76.38	1.95	0.588	1.412	6.68	1.054	2282.433	0	0.187	3.27	0.25	302.224	0	1.326	4.575	0.761	2142.629	1.003	14.558	49.051	10.942	23525.109	0	0.849	7.296	1.26	1371.898	0	0.042	0.33	0.05	68.302	0	0.104	0.267	0.046	168.142	0	0.85	2.314	0.414	1374.227	NA	NA	0	0	0	0	NA
